ID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
100086,14000,14000,10.16%,36 months,13.44%,RENT,7916.67,16,19621,0,n/a
43844,9000,9000,14.27%,36 months,18.74%,RENT,5833.33,13,11637,3,8 years
18049,9700,9700,14.09%,36 months,9.52%,RENT,7333.33,9,14723,0,3 years
63234,10500,10500,14.33%,36 months,27.80%,RENT,2500,6,16128,0,< 1 year
94440,30000,30000,23.76%,60 months,14.25%,RENT,6928.13,6,28665,1,10+ years
15176,11975,11975,15.21%,60 months,19.81%,MORTGAGE,5382,11,9475,0,3 years
2238,8000,8000,14.42%,36 months,24.63%,RENT,2964.17,9,8928,2,6 years
21399,25000,24975,15.65%,60 months,21.99%,RENT,5416.67,6,13929,0,9 years
9708,7500,7450,7.14%,36 months,8.61%,MORTGAGE,2916.67,6,7962,0,2 years
18553,7000,6975,9.62%,36 months,22.69%,MORTGAGE,3275,8,14075,1,9 years
29595,30000,30000,20.25%,60 months,10.46%,MORTGAGE,12500,10,43491,3,5 years
19133,12000,12000,7.29%,36 months,27.15%,RENT,6250,7,59089,0,2 years
15470,11200,11000,15.20%,60 months,16.47%,MORTGAGE,6750,15,19051,0,4 years
30864,5000,5000,9.99%,36 months,21.33%,RENT,5316.67,7,23818,0,7 years
101795,10000,550,10.59%,36 months,10.22%,RENT,2083.33,4,6552,4,< 1 year
84805,13225,13225,15.31%,36 months,27.07%,RENT,5833.33,11,18569,1,10+ years
101548,10000,525,14.70%,36 months,6.37%,RENT,5416.67,4,2211,6,< 1 year
3209,12000,11725,9.63%,36 months,15%,MORTGAGE,3000,8,20328,0,< 1 year
42828,16000,16000,8.90%,36 months,14.85%,RENT,5750,7,14431,0,6 years
74047,30000,30000,23.28%,60 months,12.10%,MORTGAGE,7083.33,16,17969,1,10+ years
63768,4200,4200,14.33%,60 months,14.16%,RENT,3850,4,5718,0,2 years
94545,19800,19775,15.31%,60 months,15.03%,MORTGAGE,6666.67,10,46879,3,6 years
53635,18000,18000,20.99%,60 months,11.63%,RENT,9051.83,5,32394,2,4 years
67953,7550,7550,10.16%,36 months,3.83%,MORTGAGE,8333.33,10,10204,0,2 years
